FixedRef,FeatureType,Value
28661,586,Executive Order 13846 information:
28661,25,Location
28661,26,Title
28662,8,Birthdate
28662,11,Citizenship Country
28662,224,Gender
28662,586,Executive Order 13846 information:
28662,586,Executive Order 13846 information:
28662,586,Executive Order 13846 information:
28662,586,Executive Order 13846 information:
28662,25,Location
28662,26,Title
28683,125,Additional Sanctions Information -
28683,8,Birthdate
28683,224,Gender
28683,10,Nationality Country
28683,25,Location
28683,25,Location
28683,25,Location
28684,125,Additional Sanctions Information -
28684,25,Location
28684,25,Location
28685,125,Additional Sanctions Information -
28685,8,Birthdate
28685,224,Gender
28685,10,Nationality Country
28685,25,Location
28685,25,Location
28686,125,Additional Sanctions Information -
28686,8,Birthdate
28686,224,Gender
28686,10,Nationality Country
28686,25,Location
28686,25,Location
28687,125,Additional Sanctions Information -
28687,25,Location
28688,125,Additional Sanctions Information -
28688,25,Location
28688,25,Location
28688,25,Location
28689,125,Additional Sanctions Information -
28689,8,Birthdate
28689,224,Gender
28689,10,Nationality Country
28689,25,Location
28689,25,Location
28690,125,Additional Sanctions Information -
28690,8,Birthdate
28690,224,Gender
28690,25,Location
28691,125,Additional Sanctions Information -
28691,8,Birthdate
28691,224,Gender
28691,10,Nationality Country
28691,25,Location
28692,125,Additional Sanctions Information -
28692,224,Gender
28692,8,Birthdate
28692,25,Location
28693,125,Additional Sanctions Information -
28693,8,Birthdate
28693,224,Gender
28693,25,Location
28693,25,Location
28694,125,Additional Sanctions Information -
28694,25,Location
28694,25,Location
28694,25,Location
28694,25,Location
28694,25,Location
28695,125,Additional Sanctions Information -
28695,8,Birthdate
28695,224,Gender
28695,10,Nationality Country
28695,25,Location
28695,25,Location
28696,125,Additional Sanctions Information -
28696,8,Birthdate
28696,224,Gender
28696,10,Nationality Country
28696,25,Location
28696,25,Location
28697,125,Additional Sanctions Information -
28697,8,Birthdate
28697,8,Birthdate
28697,224,Gender
28697,10,Nationality Country
28697,10,Nationality Country
28697,25,Location
28698,125,Additional Sanctions Information -
28698,8,Birthdate
28698,224,Gender
28698,10,Nationality Country
28698,25,Location
28698,25,Location
28699,125,Additional Sanctions Information -
28699,8,Birthdate
28699,224,Gender
28699,10,Nationality Country
28699,25,Location
28699,25,Location
28700,125,Additional Sanctions Information -
28700,8,Birthdate
28700,224,Gender
28700,25,Location
28701,125,Additional Sanctions Information -
28701,8,Birthdate
28701,224,Gender
28701,10,Nationality Country
28701,25,Location
28701,25,Location
28702,125,Additional Sanctions Information -
28702,25,Location
28703,14,Website
28703,25,Location
28703,25,Location
28704,8,Birthdate
28704,10,Nationality Country
28704,224,Gender
28704,25,Location
28704,25,Location
28705,9,Place of Birth
28705,8,Birthdate
28705,8,Birthdate
28705,10,Nationality Country
28705,224,Gender
28705,25,Location
28706,9,Place of Birth
28706,8,Birthdate
28706,224,Gender
28706,25,Location
28707,8,Birthdate
28707,224,Gender
28707,10,Nationality Country
28707,9,Place of Birth
28707,25,Location
28716,3,Vessel Flag
28716,2,VESSEL TYPE
28716,504,Secondary sanctions risk:
28716,626,Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions:
28717,8,Birthdate
28717,8,Birthdate
28717,9,Place of Birth
28717,9,Place of Birth
28717,11,Citizenship Country
28717,224,Gender
28717,10,Nationality Country
28717,25,Location
28717,25,Location
28718,14,Website
28718,25,Location
28798,646,Organization Established Date
28798,25,Location
28838,8,Birthdate
28838,224,Gender
28838,10,Nationality Country
28838,25,Location
28838,25,Location
28859,10,Nationality Country
28859,9,Place of Birth
28859,224,Gender
28859,8,Birthdate
28859,8,Birthdate
28859,125,Additional Sanctions Information -
28859,25,Location
28859,25,Location
28859,25,Location
28860,125,Additional Sanctions Information -
28860,25,Location
28916,125,Additional Sanctions Information -
28916,21,Email Address
28916,21,Email Address
28916,25,Location
28916,25,Location
28917,8,Birthdate
28917,9,Place of Birth
28917,224,Gender
28917,10,Nationality Country
28917,25,Location
28918,125,Additional Sanctions Information -
28918,8,Birthdate
28918,9,Place of Birth
28918,10,Nationality Country
28918,224,Gender
28918,8,Birthdate
28918,25,Location
28919,9,Place of Birth
28919,125,Additional Sanctions Information -
28919,10,Nationality Country
28919,224,Gender
28919,25,Location
28920,9,Place of Birth
28920,10,Nationality Country
28920,224,Gender
28920,125,Additional Sanctions Information -
28920,25,Location
28921,9,Place of Birth
28921,10,Nationality Country
28921,224,Gender
28921,125,Additional Sanctions Information -
28921,25,Location
28922,9,Place of Birth
28922,10,Nationality Country
28922,224,Gender
28922,125,Additional Sanctions Information -
28922,25,Location
28923,9,Place of Birth
28923,10,Nationality Country
28923,224,Gender
28923,125,Additional Sanctions Information -
28923,25,Location
28924,9,Place of Birth
28924,10,Nationality Country
28924,224,Gender
28924,125,Additional Sanctions Information -
28924,25,Location
28925,8,Birthdate
28925,9,Place of Birth
28925,9,Place of Birth
28925,10,Nationality Country
28925,224,Gender
28925,125,Additional Sanctions Information -
28925,25,Location
28926,125,Additional Sanctions Information -
28926,25,Location
28927,8,Birthdate
28927,8,Birthdate
28927,9,Place of Birth
28927,10,Nationality Country
28927,224,Gender
28927,125,Additional Sanctions Information -
28927,25,Location
28928,8,Birthdate
28928,11,Citizenship Country
28928,9,Place of Birth
28928,224,Gender
28928,25,Location
28929,8,Birthdate
28929,11,Citizenship Country
28929,9,Place of Birth
28929,224,Gender
28929,25,Location
28930,8,Birthdate
28930,11,Citizenship Country
28930,9,Place of Birth
28930,224,Gender
28930,25,Location
28931,25,Location
28932,25,Location
28934,25,Location
28958,125,Additional Sanctions Information -
28958,25,Location
28959,125,Additional Sanctions Information -
28959,25,Location
28960,8,Birthdate
28960,10,Nationality Country
28960,224,Gender
28960,25,Location
28961,8,Birthdate
28961,224,Gender
28961,10,Nationality Country
28961,25,Location
28962,8,Birthdate
28962,10,Nationality Country
28962,224,Gender
28962,25,Location
28963,8,Birthdate
28963,10,Nationality Country
28963,224,Gender
28963,25,Location
28964,8,Birthdate
28964,224,Gender
28964,10,Nationality Country
28964,25,Location
28965,8,Birthdate
28965,10,Nationality Country
28965,224,Gender
28965,25,Location
28978,8,Birthdate
28978,9,Place of Birth
28978,10,Nationality Country
28978,224,Gender
28978,125,Additional Sanctions Information -
28978,25,Location
28979,125,Additional Sanctions Information -
28979,8,Birthdate
28979,224,Gender
28979,10,Nationality Country
28979,9,Place of Birth
28979,25,Location
28980,8,Birthdate
28980,9,Place of Birth
28980,224,Gender
28980,10,Nationality Country
28980,10,Nationality Country
28980,10,Nationality Country
28980,25,Location
29018,646,Organization Established Date
29018,647,Organization Type:
29018,25,Location
29019,646,Organization Established Date
29019,25,Location
29020,646,Organization Established Date
29020,647,Organization Type:
29020,14,Website
29020,25,Location
29021,25,Location
29021,25,Location
29021,25,Location
29022,25,Location
29023,647,Organization Type:
29023,25,Location
29023,25,Location
29024,25,Location
29024,25,Location
29025,647,Organization Type:
29025,646,Organization Established Date
29025,25,Location
29025,25,Location
29026,224,Gender
29026,8,Birthdate
29026,10,Nationality Country
29026,10,Nationality Country
29026,25,Location
29026,25,Location
29027,224,Gender
29027,8,Birthdate
29027,9,Place of Birth
29027,10,Nationality Country
29027,10,Nationality Country
29027,25,Location
29027,25,Location
29027,25,Location
29027,25,Location
29027,25,Location
29040,224,Gender
29040,8,Birthdate
29040,9,Place of Birth
29040,10,Nationality Country
29040,25,Location
29041,224,Gender
29041,8,Birthdate
29041,9,Place of Birth
29041,10,Nationality Country
29041,25,Location
29041,25,Location
29042,646,Organization Established Date
29042,647,Organization Type:
29042,25,Location
29043,646,Organization Established Date
29043,647,Organization Type:
29043,647,Organization Type:
29043,25,Location
29044,646,Organization Established Date
29044,647,Organization Type:
29044,647,Organization Type:
29044,25,Location
29045,8,Birthdate
29045,9,Place of Birth
29045,10,Nationality Country
29045,224,Gender
29045,25,Location
29046,8,Birthdate
29046,10,Nationality Country
29046,224,Gender
29046,9,Place of Birth
29046,25,Location
29047,647,Organization Type:
29047,25,Location
29048,646,Organization Established Date
29048,647,Organization Type:
29048,647,Organization Type:
29048,25,Location
29049,646,Organization Established Date
29049,647,Organization Type:
29049,647,Organization Type:
29049,25,Location
29050,646,Organization Established Date
29050,647,Organization Type:
29050,25,Location
29051,647,Organization Type:
29051,25,Location
29052,647,Organization Type:
29052,25,Location
29058,25,Location
29059,25,Location
29060,25,Location
29060,25,Location
29060,25,Location
29060,25,Location
29063,25,Location
29063,25,Location
29064,25,Location
29066,25,Location
29067,10,Nationality Country
29067,224,Gender
29067,9,Place of Birth
29067,8,Birthdate
29067,25,Location
29067,25,Location
29067,25,Location
29068,8,Birthdate
29068,9,Place of Birth
29068,224,Gender
29068,10,Nationality Country
29068,10,Nationality Country
29068,25,Location
29069,224,Gender
29069,10,Nationality Country
29069,8,Birthdate
29069,9,Place of Birth
29069,25,Location
29070,224,Gender
29070,10,Nationality Country
29070,8,Birthdate
29070,9,Place of Birth
29070,25,Location
29070,25,Location
29071,224,Gender
29071,10,Nationality Country
29071,8,Birthdate
29071,9,Place of Birth
29071,25,Location
29071,25,Location
29072,10,Nationality Country
29072,224,Gender
29072,8,Birthdate
29072,9,Place of Birth
29072,25,Location
29074,224,Gender
29074,10,Nationality Country
29074,8,Birthdate
29074,25,Location
29074,26,Title
29075,8,Birthdate
29075,9,Place of Birth
29075,10,Nationality Country
29075,224,Gender
29075,25,Location
29075,26,Title
29076,8,Birthdate
29076,9,Place of Birth
29076,224,Gender
29076,10,Nationality Country
29076,25,Location
29099,8,Birthdate
29099,9,Place of Birth
29099,224,Gender
29099,10,Nationality Country
29099,125,Additional Sanctions Information -
29100,8,Birthdate
29100,224,Gender
29100,10,Nationality Country
29100,9,Place of Birth
29100,125,Additional Sanctions Information -
29101,504,Secondary sanctions risk:
29101,25,Location
29101,25,Location
29102,8,Birthdate
29102,9,Place of Birth
29102,224,Gender
29102,10,Nationality Country
29102,125,Additional Sanctions Information -
29103,224,Gender
29103,10,Nationality Country
29103,8,Birthdate
29103,125,Additional Sanctions Information -
29103,25,Location
29104,8,Birthdate
29104,224,Gender
29104,10,Nationality Country
29104,125,Additional Sanctions Information -
29105,14,Website
29105,125,Additional Sanctions Information -
29105,25,Location
29106,125,Additional Sanctions Information -
29106,14,Website
29106,25,Location
29107,647,Organization Type:
29107,504,Secondary sanctions risk:
29107,25,Location
29107,25,Location
29108,125,Additional Sanctions Information -
29108,25,Location
29108,25,Location
29108,25,Location
29109,125,Additional Sanctions Information -
29109,25,Location
29110,125,Additional Sanctions Information -
29110,25,Location
29112,125,Additional Sanctions Information -
29112,14,Website
29112,25,Location
29112,25,Location
29112,25,Location
29113,8,Birthdate
29113,9,Place of Birth
29113,224,Gender
29113,504,Secondary sanctions risk:
29113,25,Location
29114,125,Additional Sanctions Information -
29114,14,Website
29114,25,Location
29114,25,Location
29114,25,Location
29115,8,Birthdate
29115,8,Birthdate
29115,10,Nationality Country
29115,224,Gender
29115,504,Secondary sanctions risk:
29115,25,Location
29116,8,Birthdate
29116,9,Place of Birth
29116,10,Nationality Country
29116,10,Nationality Country
29116,224,Gender
29116,504,Secondary sanctions risk:
29116,25,Location
29116,25,Location
29117,504,Secondary sanctions risk:
29117,25,Location
29117,25,Location
29117,25,Location
29117,25,Location
29118,504,Secondary sanctions risk:
29118,25,Location
29118,25,Location
29118,25,Location
29118,25,Location
29118,25,Location
29118,25,Location
29119,8,Birthdate
29119,10,Nationality Country
29119,224,Gender
29119,25,Location
29120,504,Secondary sanctions risk:
29120,25,Location
29120,25,Location
29120,25,Location
29120,25,Location
29120,25,Location
29139,14,Website
29139,25,Location
29139,25,Location
29139,25,Location
29140,25,Location
29159,25,Location
29160,8,Birthdate
29160,224,Gender
29160,25,Location
29162,8,Birthdate
29162,224,Gender
29162,9,Place of Birth
29162,25,Location
29163,9,Place of Birth
29163,8,Birthdate
29163,11,Citizenship Country
29163,224,Gender
29163,25,Location
29164,9,Place of Birth
29164,10,Nationality Country
29164,8,Birthdate
29164,224,Gender
29164,11,Citizenship Country
29164,11,Citizenship Country
29164,25,Location
29219,224,Gender
29219,9,Place of Birth
29219,8,Birthdate
29219,25,Location
29220,224,Gender
29220,8,Birthdate
29220,9,Place of Birth
29220,25,Location
29221,8,Birthdate
29221,9,Place of Birth
29221,224,Gender
29221,10,Nationality Country
29221,25,Location
29240,647,Organization Type:
29240,647,Organization Type:
29240,647,Organization Type:
29240,646,Organization Established Date
29240,25,Location
29240,25,Location
29240,25,Location
29240,25,Location
29240,25,Location
29241,646,Organization Established Date
29241,647,Organization Type:
29241,14,Website
29241,25,Location
29241,25,Location
29242,8,Birthdate
29242,224,Gender
29242,9,Place of Birth
29242,10,Nationality Country
29242,504,Secondary sanctions risk:
29242,25,Location
29242,26,Title
29243,8,Birthdate
29243,9,Place of Birth
29243,10,Nationality Country
29243,224,Gender
29243,504,Secondary sanctions risk:
29243,25,Location
29243,26,Title
29244,224,Gender
29244,10,Nationality Country
29244,9,Place of Birth
29244,8,Birthdate
29244,25,Location
29246,8,Birthdate
29246,224,Gender
29246,9,Place of Birth
29246,10,Nationality Country
29246,504,Secondary sanctions risk:
29246,25,Location
29246,26,Title
29249,8,Birthdate
29249,9,Place of Birth
29249,224,Gender
29249,10,Nationality Country
29249,504,Secondary sanctions risk:
29249,25,Location
29249,26,Title
29250,8,Birthdate
29250,224,Gender
29250,504,Secondary sanctions risk:
29250,25,Location
29250,26,Title
29259,8,Birthdate
29259,9,Place of Birth
29259,10,Nationality Country
29259,224,Gender
29259,504,Secondary sanctions risk:
29259,25,Location
29259,26,Title
29260,8,Birthdate
29260,9,Place of Birth
29260,10,Nationality Country
29260,224,Gender
29260,504,Secondary sanctions risk:
29260,25,Location
29260,26,Title
29261,8,Birthdate
29261,224,Gender
29261,10,Nationality Country
29261,9,Place of Birth
29261,504,Secondary sanctions risk:
29261,25,Location
29261,26,Title
29262,8,Birthdate
29262,9,Place of Birth
29262,224,Gender
29262,504,Secondary sanctions risk:
29262,25,Location
29262,26,Title
29263,8,Birthdate
29263,9,Place of Birth
29263,10,Nationality Country
